Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Start-up procedures to register a business (number),IC.REG.PROC,European Union,EUU,..,..,5.77777777777778,5.66666666666667,5.55555555555556,5.48148148148148,5.59259259259259,5.37037037037037,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Fragile and conflict affected situations,FCS,..,..,8.64864864864865,8.5,8.39473684210526,8.18421052631579,8.10526315789474,7.92105263157895,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Heavily indebted poor countries (HIPC),HPC,..,..,8.23684210526316,8.17948717948718,7.87179487179487,7.48717948717949,7.30769230769231,7.25641025641026,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,High income,HIC,..,..,6.2258064516129,5.96774193548387,5.79032258064516,5.59677419354839,5.57142857142857,5.26984126984127,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,IBRD only,IBD,..,..,8.62121212121212,8.46969696969697,8.28787878787879,8.15151515151515,7.65151515151515,7.53030303030303,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,IDA & IBRD total,IBT,..,..,8.24822695035461,8.1056338028169,7.88732394366197,7.7112676056338,7.40140845070423,7.22535211267606,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,IDA blend,IDB,..,..,8.52941176470588,8.35294117647059,8.11764705882353,7.88235294117647,7.64705882352941,7.29411764705882,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,IDA only,IDX,..,..,7.74137931034483,7.6271186440678,7.3728813559322,7.16949152542373,7.05084745762712,6.86440677966102,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,IDA total,IDA,..,..,7.92,7.78947368421053,7.53947368421053,7.32894736842105,7.18421052631579,6.96052631578947,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Late-demographic dividend,LTE,..,..,6.95833333333333,6.625,6.39583333333333,6.1875,5.77083333333333,5.58333333333333,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Latin America & Caribbean,LCN,..,..,8.60606060606061,8.54545454545454,8.36363636363636,8.27272727272727,8.09090909090909,8.06060606060606,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Latin America & Caribbean (excluding high income),LAC,..,..,8.90909090909091,8.77272727272727,8.5,8.40909090909091,8.18181818181818,8.18181818181818,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,8.74193548387097,8.64516129032258,8.45161290322581,8.38709677419355,8.19354838709677,8.16129032258065,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Least developed countries: UN classification,LDC,..,..,8.2093023255814,8.09090909090909,7.77272727272727,7.54545454545455,7.40909090909091,7.18181818181818,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Low & middle income,LMY,..,..,8.34126984126984,8.18110236220472,7.94488188976378,7.74803149606299,7.40944881889764,7.22834645669291,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Low income,LIC,..,..,8.125,8.12,7.72,7.36,7.24,7.16,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Lower middle income,LMC,..,..,8.72549019607843,8.49019607843137,8.31372549019608,8.09803921568627,7.68627450980392,7.27450980392157,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Middle East & North Africa,MEA,..,..,8.85714285714286,8.71428571428571,8.38095238095238,7.95238095238095,7.33333333333333,6.42857142857143,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Middle East & North Africa (excluding high income),MNA,..,..,8.92307692307692,8.69230769230769,8.69230769230769,8.61538461538461,8,7.61538461538461,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,8.75,8.5,8.5,8.41666666666667,7.75,7.33333333333333,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Middle income,MIC,..,..,8.3921568627451,8.19607843137255,8,7.84313725490196,7.45098039215686,7.24509803921569,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,North America,NAC,..,..,4,4,4,4,4,4,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,OECD members,OED,..,..,5.60526315789474,5.47368421052632,5.36842105263158,5.34210526315789,5.34210526315789,5.21052631578947,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Other small states,OSS,..,..,7.94444444444444,7.22222222222222,7.05555555555556,6.94444444444444,6.72222222222222,6.5,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Pacific island small states,PSS,..,..,6.77777777777778,6.77777777777778,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Post-demographic dividend,PST,..,..,5.72222222222222,5.52777777777778,5.5,5.44444444444444,5.47222222222222,5.33333333333333,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Pre-demographic dividend,PRE,..,..,8.36111111111111,8.32432432432432,7.89189189189189,7.51351351351351,7.35135135135135,7.27027027027027,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Small states,SST,..,..,7.52631578947368,7.21052631578947,6.97368421052632,6.89473684210526,6.78947368421053,6.68421052631579,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,South Asia,SAS,..,..,8.875,8.625,8.5,8.375,7.75,7.125,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,South Asia (IDA & IBRD),TSA,..,..,8.875,8.625,8.5,8.375,7.75,7.125,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Sub-Saharan Africa,SSF,..,..,8.57446808510638,8.5625,8.1875,7.8125,7.625,7.54166666666667,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Sub-Saharan Africa (excluding high income),SSA,..,..,8.56521739130435,8.5531914893617,8.17021276595745,7.78723404255319,7.59574468085106,7.51063829787234,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,8.57446808510638,8.5625,8.1875,7.8125,7.625,7.54166666666667,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Upper middle income,UMC,..,..,8.05882352941176,7.90196078431373,7.68627450980392,7.58823529411765,7.2156862745098,7.2156862745098,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,World,WLD,..,..,7.70899470899471,7.52105263157895,7.30526315789474,7.11052631578947,6.86910994764398,6.64921465968586,..,..,..,..
Gini index,SI.POV.GINI,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Albania,ALB,..,..,34.6,32.8,33.7,33.1,30.1,30.1,29.4,..,..,..
Gini index,SI.POV.GINI,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Angola,AGO,..,52,..,..,..,..,51.3,..,..,..,..,..
Gini index,SI.POV.GINI,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Argentina,ARG,..,51.1,41.8,..,42.3,41.4,41.7,43.3,42.7,42.4,40.7,..
Gini index,SI.POV.GINI,Armenia,ARM,..,..,31.5,32.4,32.5,33.6,34.4,30,25.1,27.9,27.9,..
Gini index,SI.POV.GINI,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Australia,AUS,..,..,34.4,..,33.7,..,34.3,..,..,..,..,..
Gini index,SI.POV.GINI,Austria,AUT,..,29,30.5,30.5,30.8,29.7,30.8,30.2,29.8,30.7,..,..
Gini index,SI.POV.GINI,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Bangladesh,BGD,..,33.4,..,..,32.4,..,..,..,..,..,33.4,..
Gini index,SI.POV.GINI,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Belarus,BLR,..,31.2,27.2,25.6,25.3,25.4,25.2,25.3,24.4,..,..,..
Gini index,SI.POV.GINI,Belgium,BEL,..,33.1,28.1,27.7,27.6,27.4,27.2,27.2,26,26.6,..,..
Gini index,SI.POV.GINI,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Benin,BEN,..,..,..,47.8,..,..,37.9,..,..,34.4,..,..
Gini index,SI.POV.GINI,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Bhutan,BTN,..,..,..,..,..,37.4,..,..,..,..,28.5,..
Gini index,SI.POV.GINI,Bolivia,BOL,42,61.6,47.8,46.7,45.2,44.6,42.6,41.6,43.6,40.9,..,..
Gini index,SI.POV.GINI,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Botswana,BWA,..,..,..,53.3,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Brazil,BRA,60.5,..,52,51.9,53.4,53.3,53.9,53.5,48.9,52.9,52,..
Gini index,SI.POV.GINI,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Bulgaria,BGR,..,..,37.4,38.6,40.6,40.4,41.3,40.3,40.5,39,..,..
Gini index,SI.POV.GINI,Burkina Faso,BFA,..,..,35.3,..,..,..,43,..,..,37.4,..,..
Gini index,SI.POV.GINI,Burundi,BDI,..,..,..,..,..,..,..,..,37.5,..,..,..
Gini index,SI.POV.GINI,Cabo Verde,CPV,..,..,..,42.4,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Cameroon,CMR,..,..,46.6,..,..,..,..,..,..,42.2,..,..
Gini index,SI.POV.GINI,Canada,CAN,31.4,33.4,33.2,33.7,32.7,33.3,32.5,31.7,..,..,..,..
Gini index,SI.POV.GINI,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,43,..,..
Gini index,SI.POV.GINI,Chad,TCD,..,..,..,..,..,..,37.5,..,..,..,37.4,..
Gini index,SI.POV.GINI,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Chile,CHL,57.2,52.8,..,45.3,..,45.3,..,..,47,..,43,..
Gini index,SI.POV.GINI,China,CHN,32.2,..,39.2,38.6,38.5,39.1,38.5,38.2,37.1,..,..,..
Gini index,SI.POV.GINI,Colombia,COL,..,58.7,52.6,51,50.6,49.7,50.4,51.3,53.5,55.1,54.8,..
Gini index,SI.POV.GINI,Comoros,COM,..,..,45.3,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,44.7,..,..,..
Gini index,SI.POV.GINI,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Costa Rica,CRI,45.3,47.4,48.6,48.4,48.7,48.3,48,48.2,49.2,48.7,47.2,..
Gini index,SI.POV.GINI,Cote d'Ivoire,CIV,..,..,..,41.5,..,..,37.2,..,..,35.3,..,..
Gini index,SI.POV.GINI,Croatia,HRV,..,..,32.1,31.1,30.9,30.4,29.7,28.9,29.5,28.9,..,..
Gini index,SI.POV.GINI,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Cyprus,CYP,..,..,35.6,34,32.9,31.4,32.7,31.2,31.7,31.3,..,..
Gini index,SI.POV.GINI,Czechia,CZE,..,..,25.9,25.9,25.4,24.9,25,25.3,26.2,26.2,..,..
Gini index,SI.POV.GINI,Denmark,DNK,..,23.8,28.4,28.2,28.2,28.7,28.2,27.7,27.5,28.3,..,..
Gini index,SI.POV.GINI,Djibouti,DJI,..,..,..,..,..,41.6,..,..,..,..,..,..
Gini index,SI.POV.GINI,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Dominican Republic,DOM,..,51.5,44.3,45.2,45.7,42.2,43.7,41.9,39.6,38.5,37,..
Gini index,SI.POV.GINI,Ecuador,ECU,..,56.4,45,46,45,44.7,45.4,45.7,47.3,45.8,45.5,..
Gini index,SI.POV.GINI,"Egypt, Arab Rep.",EGY,32,..,..,31.8,..,31.5,..,31.9,..,..,..,..
Gini index,SI.POV.GINI,El Salvador,SLV,..,51.5,41.6,40.6,40,38,38.6,38.8,..,39,38.8,..
Gini index,SI.POV.GINI,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Estonia,EST,..,..,34.6,32.7,31.2,30.4,30.3,30.8,30.7,31.8,..,..
Gini index,SI.POV.GINI,Eswatini,SWZ,..,53.1,..,..,54.6,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Ethiopia,ETH,..,..,..,35,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Fiji,FJI,..,..,..,..,..,..,..,30.7,..,..,..,..
Gini index,SI.POV.GINI,Finland,FIN,..,27.2,26.8,27.1,27.1,27.4,27.3,27.7,27.1,27.7,..,..
Gini index,SI.POV.GINI,France,FRA,32.1,32.6,32.3,32.7,31.9,31.6,32.4,31.2,30.7,31.5,..,..
Gini index,SI.POV.GINI,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Gabon,GAB,..,..,..,..,..,38,..,..,..,..,..,..
Gini index,SI.POV.GINI,"Gambia, The",GMB,..,..,..,35.9,..,..,..,..,38.8,..,..,..
Gini index,SI.POV.GINI,Georgia,GEO,..,40.5,37.6,36.5,36.6,37.9,36.4,35.9,34.5,34.2,..,..
Gini index,SI.POV.GINI,Germany,DEU,..,28.8,30.9,31.4,31.4,31.9,31.8,31.7,..,..,..,..
Gini index,SI.POV.GINI,Ghana,GHA,..,..,..,..,43.5,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Greece,GRC,..,34.2,35.8,36,35,34.4,32.9,33.1,33.6,32.9,..,..
Gini index,SI.POV.GINI,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Grenada,GRD,..,..,..,..,..,..,43.8,..,..,..,..,..
Gini index,SI.POV.GINI,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Guatemala,GTM,..,54.2,48.3,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Guinea,GIN,..,..,..,..,..,..,29.6,..,..,..,..,..
Gini index,SI.POV.GINI,Guinea-Bissau,GNB,..,..,..,..,..,..,34.8,..,..,33.4,..,..
Gini index,SI.POV.GINI,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Honduras,HND,57.4,..,49.9,49.2,49.8,49.4,48.9,48.2,..,..,..,..
Gini index,SI.POV.GINI,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Hungary,HUN,..,..,30.9,30.4,30.3,30.6,29.6,30,29.7,29.2,..,..
Gini index,SI.POV.GINI,Iceland,ISL,..,..,27.8,26.8,27.2,26.1,..,..,..,..,..,..
Gini index,SI.POV.GINI,India,IND,..,..,..,34.7,34.7,35.9,34.5,33.8,33.8,32.8,..,..
Gini index,SI.POV.GINI,Indonesia,IDN,32.3,29.5,40.2,40.4,39.3,38.8,38.4,37.6,37.6,37.9,37.9,38.3
Gini index,SI.POV.GINI,"Iran, Islamic Rep.",IRN,43.6,..,34.8,35.3,35.9,36.7,37.4,36.5,35.8,35.5,34.8,..
Gini index,SI.POV.GINI,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Ireland,IRL,..,33,31.9,31.8,32.8,31.4,30.6,30.8,29.2,30.1,..,..
Gini index,SI.POV.GINI,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Israel,ISR,..,..,39.8,39.7,39,38.2,38.6,38.3,37.8,37.9,..,..
Gini index,SI.POV.GINI,Italy,ITA,..,35.3,34.7,35.4,35.2,35.9,35.2,34.6,35.2,34.8,..,..
Gini index,SI.POV.GINI,Jamaica,JAM,41.1,..,..,..,..,..,35.6,..,..,40.2,..,..
Gini index,SI.POV.GINI,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Kazakhstan,KAZ,..,..,27,26.8,27.2,27.5,27.8,28,28.7,29.2,..,..
Gini index,SI.POV.GINI,Kenya,KEN,..,..,..,40.8,..,..,..,..,36.2,38.7,..,..
Gini index,SI.POV.GINI,Kiribati,KIR,..,..,..,..,..,..,..,27.8,..,..,..,..
Gini index,SI.POV.GINI,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,"Korea, Rep.",KOR,..,..,31.2,..,31.4,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Kosovo,XKX,..,..,27.3,26.5,26.7,29,..,..,..,..,..,..
Gini index,SI.POV.GINI,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Kyrgyz Republic,KGZ,..,31,26.8,29,26.8,27.3,27.7,29.7,29,28.8,..,..
Gini index,SI.POV.GINI,Lao PDR,LAO,..,..,..,..,..,..,38.8,..,..,..,..,..
Gini index,SI.POV.GINI,Latvia,LVA,..,..,35.1,34.2,34.3,35.6,35.1,34.5,35.7,34.3,..,..
Gini index,SI.POV.GINI,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Lesotho,LSO,..,..,..,..,..,44.9,..,..,..,..,..,..
Gini index,SI.POV.GINI,Liberia,LBR,..,..,33.2,..,35.3,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Lithuania,LTU,..,..,37.7,37.4,38.4,37.3,35.7,35.3,36,36.7,..,..
Gini index,SI.POV.GINI,Luxembourg,LUX,27.7,30.1,31.2,32.9,31.7,34.5,35.4,34.2,33.4,32.7,..,..
Gini index,SI.POV.GINI,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Malawi,MWI,..,..,..,..,44.7,..,..,38.5,..,..,..,..
Gini index,SI.POV.GINI,Malaysia,MYS,..,..,..,41.1,..,..,41.2,..,..,40.7,..,..
Gini index,SI.POV.GINI,Maldives,MDV,..,..,..,..,31.3,..,..,29.3,..,..,..,..
Gini index,SI.POV.GINI,Mali,MLI,..,..,..,..,..,..,36,..,..,35.7,..,..
Gini index,SI.POV.GINI,Malta,MLT,..,..,29,29.4,29.1,29.2,28.7,31,31.4,..,..,..
Gini index,SI.POV.GINI,Marshall Islands,MHL,..,..,..,..,..,..,..,35.5,..,..,..,..
Gini index,SI.POV.GINI,Mauritania,MRT,..,39,32.6,..,..,..,..,32,..,..,..,..
Gini index,SI.POV.GINI,Mauritius,MUS,..,..,..,..,..,36.8,..,..,..,..,..,..
Gini index,SI.POV.GINI,Mexico,MEX,..,53.4,48.9,..,46.9,..,46,..,44.6,..,43.5,..
Gini index,SI.POV.GINI,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Moldova,MDA,..,36.4,26.8,27,26.3,25.9,25.7,26,..,25.7,..,..
Gini index,SI.POV.GINI,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Mongolia,MNG,..,..,32,..,32.3,..,32.7,..,..,..,31.4,..
Gini index,SI.POV.GINI,Montenegro,MNE,..,..,38.8,39,38.5,36.9,36.8,35.7,35.4,34.3,..,..
Gini index,SI.POV.GINI,Morocco,MAR,39.2,40.6,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Mozambique,MOZ,..,..,54,..,..,..,..,50.5,..,..,..,..
Gini index,SI.POV.GINI,Myanmar,MMR,..,..,..,38.1,..,30.7,..,..,..,..,..,..
Gini index,SI.POV.GINI,Namibia,NAM,..,..,..,59.1,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Netherlands,NLD,31.1,..,28.6,28.2,28.2,28.5,28.1,29.2,26,25.7,..,..
Gini index,SI.POV.GINI,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Nicaragua,NIC,..,..,46.2,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Niger,NER,..,..,34.3,..,..,..,37.3,..,..,32.9,..,..
Gini index,SI.POV.GINI,Nigeria,NGA,..,..,..,35.9,..,..,35.1,..,..,..,..,..
Gini index,SI.POV.GINI,North Macedonia,MKD,..,..,35.2,35.6,34.5,34.2,33,33.5,..,..,..,..
Gini index,SI.POV.GINI,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Norway,NOR,..,27.4,26.8,27.5,28.5,27,27.6,27.7,..,..,..,..
Gini index,SI.POV.GINI,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Pakistan,PAK,33.2,..,..,31.3,..,..,29.6,..,..,..,..,..
Gini index,SI.POV.GINI,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Panama,PAN,..,56.6,50.5,50.8,50.4,49.9,49.2,49.8,..,50.9,..,48.9
Gini index,SI.POV.GINI,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Paraguay,PRY,40.8,..,50.7,47.6,47.9,48.5,46,45.7,43.5,42.9,45.1,..
Gini index,SI.POV.GINI,Peru,PER,..,49.1,43.1,43.4,43.6,43.3,42.4,41.5,43.7,40.1,40.3,..
Gini index,SI.POV.GINI,Philippines,PHL,..,47.7,..,44.6,..,..,42.3,..,..,40.7,..,..
Gini index,SI.POV.GINI,Poland,POL,..,..,32.8,31.8,31.2,29.7,30.2,28.8,28.5,28.5,..,..
Gini index,SI.POV.GINI,Portugal,PRT,..,..,35.6,35.5,35.2,33.8,33.5,32.8,34.7,34.6,..,..
Gini index,SI.POV.GINI,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Romania,ROU,..,..,36,35.9,34.4,36,35.8,34.8,34.6,33.9,..,..
Gini index,SI.POV.GINI,Russian Federation,RUS,..,37.1,39.9,37.7,36.8,37.2,37.5,37.7,36,..,..,..
Gini index,SI.POV.GINI,Rwanda,RWA,..,48.5,..,..,43.7,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Sao Tome and Principe,STP,..,32.1,..,..,..,40.7,..,..,..,..,..,..
Gini index,SI.POV.GINI,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Senegal,SEN,..,..,..,..,..,..,38.3,..,..,36.2,..,..
Gini index,SI.POV.GINI,Serbia,SRB,..,..,40.5,40.5,38.8,36.2,35,34.5,35,33.1,..,..
Gini index,SI.POV.GINI,Seychelles,SYC,..,..,..,..,..,..,32.1,..,..,..,..,..
Gini index,SI.POV.GINI,Sierra Leone,SLE,..,..,..,..,..,..,35.7,..,..,..,..,..
Gini index,SI.POV.GINI,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Slovak Republic,SVK,..,..,26.1,26.5,25.2,23.2,25,23.2,24.2,24.1,..,..
Gini index,SI.POV.GINI,Slovenia,SVN,..,..,25.7,25.4,24.8,24.2,24.6,24.4,24,24.3,..,..
Gini index,SI.POV.GINI,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,South Africa,ZAF,..,57.8,63,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,South Sudan,SSD,..,..,..,..,44.1,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Spain,ESP,32,34.1,36.1,36.2,35.8,34.7,34.7,34.3,34.9,33.9,..,..
Gini index,SI.POV.GINI,Sri Lanka,LKA,32.4,..,..,..,39.3,..,..,37.7,..,..,..,..
Gini index,SI.POV.GINI,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,St. Lucia,LCA,..,..,..,43.7,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Sudan,SDN,..,..,34.2,..,..,..,..,..,..,..,..,..
Gini index,SI.POV.GINI,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,39.2,..
Gini index,SI.POV.GINI,Sweden,SWE,..,27,28.4,29.2,29.6,28.8,30,29.3,28.9,29.8,..,..
Gini index,SI.POV.GINI,Switzerland,CHE,..,33.4,32.5,32.3,33,32.7,33.1,34,33.7,..,..,..
Gini index,SI.POV.GINI,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,26.6,..
Gini index,SI.POV.GINI,Tajikistan,TJK,..,..,..,34,..,..,..,..,..,..,..,..
