Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Qatar,QAT,..,..,82652129324.2096,46818708496.8549,39754437422.9721,48002505122.9448,60574842053.7349,49625268486.3156,34653801285.3508,60424513913.155,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Romania,ROU,-1833049489.09211,-1528799626.56373,12430742483.098,11892480429.3726,7419162011.9946,7218057139.1086,3519296885.79543,6418406992.30635,10386751198.9413,9976288434.85591,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Russian Federation,RUS,..,51642660599.7035,266809568856.589,186518424138.948,146781989291.034,192017559425.399,273620459309.528,228801436899.547,186529076186.096,276643521257.577,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Rwanda,RWA,..,..,7101303.59923732,-120085614.59356,-26034693.8439541,214616078.669756,-64310620.6168897,-78400065.8932202,-16400857.4694517,268440896.114971,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Samoa,WSM,..,..,154306885.915364,182691321.986466,213778153.157836,208726013.587378,247358104.298141,252732916.742208,217222622.526514,169301316.5731,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Saudi Arabia,SAU,4128060566.14371,40017329626.2926,223548691715.048,80949759988.1956,98098676809.66,131584683221.537,210128452851.704,191217107537.744,86540823854.5711,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Senegal,SEN,-11806405.1848852,15142213.7225714,1666023102.76552,1850665769.7945,2215463004.98337,2822314998.93424,3208975595.62491,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Serbia,SRB,..,..,29586249.6975336,1383471907.52619,1376986846.10973,1036831473.11514,2664610431.93224,2180280731.10943,3214281024.45285,3919244025.89048,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Seychelles,SYC,49509318.713912,43019049.4286627,-59781516.7492494,16769240.8563972,-38102943.0210405,-15935118.5697228,-35721972.694999,-27331210.4249956,-64039949.8994094,-52433510.8405412,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Sierra Leone,SLE,-10590501.5671597,-97817177.1749444,502385866.639071,-282120086.446949,-686184893.770544,-240243951.936634,-582572178.868026,-304330180.308454,-210562240.116034,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Singapore,SGP,10616748062.3942,30756898683.9637,103767709723.466,88195554571.5037,92941172112.1653,103810527428.581,97407994243.5212,84892465782.2659,72026674087.8846,102900012158.406,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Sint Maarten (Dutch part),SXM,..,..,53827253.660844,103016585.196988,85544884.2625492,177150278.855324,414780489.356198,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Slovak Republic,SVK,..,-1233295215.45208,6349703278.45895,5884360113.91574,4190782742.90705,4479597849.2308,5938323618.74078,3917678415.41556,2185937867.62058,1833402538.5989,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Slovenia,SVN,..,1191848473.53035,1869102513.93557,1087057113.79951,1542001437.95157,3479888326.04043,4680636585.50943,4530297499.69341,4374675336.45334,4727351191.85171,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Solomon Islands,SLB,-87608449.244507,-61930364.3853822,35684645.1154862,44092395.9543399,23750314.4511322,97090415.0364916,108888642.952898,76828062.8090203,151944551.344628,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,South Africa,ZAF,-2194297885.91973,2537780372.07568,-467664888.781769,1564143792.86934,359996175.853699,1972161317.64182,-2606150909.52674,-2947672832.35482,-2917788627.77679,14437137581.2356,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,South Sudan,SSD,..,..,473028636.154719,-234526753.418295,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Spain,ESP,52802771281.3101,57946191711.9226,50054159980.7877,64116112375.4635,79290615583.6984,90064518322.6466,101178159620.273,107434610407.371,45558850130.1314,67733240684.3718,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Sri Lanka,LKA,1593077390.71185,2627802170.17746,..,21350142676.2529,24259518960.9686,28304458603.9357,26427845355.3173,22069086766.9996,20981365887.6528,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Sudan,SDN,-845886025.997646,1123707657.38813,21638973640.6494,24139026537.469,28063526339.3132,37988552274.6672,7775195882.5101,8922378202.34942,6287447781.39787,-5165840.81373549,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Sweden,SWE,27439040741.1594,29583895206.4288,62120195336.3323,55066794241.941,54287909383.5751,63629173907.7671,64503623172.7176,71258765112.1807,73200807161.982,88160090893.1879,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Switzerland,CHE,..,44596104997.2287,82117814650.3938,90169334256.587,80736087687.7501,68718082738.2342,66588557982.7469,64713196112.1322,56006852654.009,95837042543.3341,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Syrian Arab Republic,SYR,..,9142788261.96078,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Tajikistan,TJK,..,..,162133672.628684,2679363279.53324,1823928509.55364,2003525508.46658,2130695225.44225,2201920065.72746,2028683986.88701,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Tanzania,TZA,-564013247.377474,230540924.768469,5314769152.68905,5166887072.74959,7368437014.39326,9928954876.16835,12052072407.3132,15212472840.8423,15412726428.968,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Thailand,THA,17980561763.7708,15898604667.2802,43786093111.562,44071947623.4023,53826380951.3075,68320919390.7408,74617257740.0253,78482356587.7943,44827292409.0803,45663406119.3214,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Timor-Leste,TLS,..,..,1452262205.48265,992699312.422146,243495121.865946,230178662.583907,131572957.740131,481751323.478642,72377710.4800827,-445719265.808054,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Togo,TGO,248842253.495207,147561130.046987,431219358.592927,580617853.442674,463956311.192608,657792422.322542,647236884.138707,979062893.875169,1243232806.59505,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Tonga,TON,21843484.6407346,..,30389612.6470972,3054740.01814088,22221718.5297519,57934656.8814386,65854864.3723707,100126282.859195,69035286.9594842,-21883145.2732262,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Tunisia,TUN,1596105021.88751,1461593313.65593,1921329323.70792,-85491401.6359158,-551707192.679749,-682982383.007304,28743215.1111021,57223186.0451918,-2445253994.14234,-1228339807.54552,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Turkiye,TUR,9879025674.22278,15269425277.5919,97257097680.232,91113865410.6299,86290548470.3962,92810352900.1139,106683482967.117,81272338483.9255,83289009626.6599,124502001479.673,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Uganda,UGA,-130059165.17079,499447597.55349,4006789056.09225,1792517170.27419,4157667855.37029,4628650848.02844,3249338647.82729,3061681674.71798,2514557911.86689,1535701991.56004,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Ukraine,UKR,..,1054341844.87435,-3277578747.67589,8228515571.28279,6150783983.59384,5361079303.3696,1975633756.73237,-126787043.055649,-1970400816.09933,-1405286066.41377,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,United Kingdom,GBR,8595797964.24066,56789529057.6088,-59345379590.5799,-51668494884.063,-56257380167.708,852097640.225525,-21769893829.3104,16465624929.755,-56518981375.4587,24968332342.0342,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Uruguay,URY,1194212599.08759,2030818898.43164,4243584050.78047,4913519477.1606,6926054559.57643,6221018145.98383,4798905139.30201,5595713307.61088,5021490104.76999,5360239050.0872,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Uzbekistan,UZB,..,..,16084845692.259,13083702976.0479,11259271830.6326,12920414826.6352,12688506282.4887,13073640573.2017,11986109250.1744,13490155669.7778,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Vanuatu,VUT,33375842.0428555,-3652015.52656311,142911264.986421,157279400.717733,180397234.635275,177556637.170016,304523082.103377,428284576.712999,391337547.995563,385010777.065959,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,"Venezuela, RB",VEN,5910985443.66346,22252535594.8607,-74209930701.668,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Viet Nam,VNM,..,7815728919.10754,44810259222.9813,35397882259.686,39100158308.1878,45029585442.8779,55448158973.4796,59882864674.7571,67692399687.8524,70008294090.9941,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,West Bank and Gaza,PSE,..,-88229770.1188144,-391489905.140305,199794059.786867,74935117.9816391,487960296.271135,541703870.042628,1014802569.35923,195075933.728641,1451122676.67986,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Zambia,ZMB,..,..,4609360140.40804,3774823540.4415,3034550497.95796,5161634277.69198,6611117739.78004,5227243181.89299,4789774211.03762,5498642440.08241,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Zimbabwe,ZWE,-264806017.914048,..,-2355162003.85928,-3408765065.96951,-2539966740.58289,-1755980379.4872,2056151190.29712,2512036333.14671,1566677883.5493,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,5963144000000,10250952000000,17608138000000,18295019000000,18804913000000,19612102000000,20656516000000,21521395000000,21322950000000,23594031000000,25744108000000,27360935000000
GDP (current US$),NY.GDP.MKTP.CD,Afghanistan,AFG,..,3521418059.92345,20497128555.6972,19134221644.7325,18116572395.0772,18753456497.8159,18053222687.4126,18799444490.1128,19955929052.1496,14266499429.8746,14502158192.0904,..
GDP (current US$),NY.GDP.MKTP.CD,Albania,ALB,2028553750,3480355258.04122,13228147516.1168,11386853113.0189,11861199830.8396,13019726211.7369,15156424015.1977,15401826127.2539,15162734205.2462,17930565118.8176,18916378860.5488,22977677860.7979
GDP (current US$),NY.GDP.MKTP.CD,Algeria,DZA,62048507531.3357,54790398570.3282,238942664192.59,187493855609.345,180763839522.151,189880896903.073,194554483655.528,193459662090.677,164873415325.201,186265418570.697,225560256621.757,239899491127.742
GDP (current US$),NY.GDP.MKTP.CD,American Samoa,ASM,..,..,643000000,673000000,671000000,612000000,639000000,647000000,721000000,750000000,871000000,..
GDP (current US$),NY.GDP.MKTP.CD,Andorra,AND,1028989692.06787,1432606188.69324,3271685596.66321,2789881258.50362,2896610479.73077,3000162081.11976,3218419896.9641,3155149347.80639,2891001149.3611,3324683011.5903,3380602042.84283,3727673593.01922
GDP (current US$),NY.GDP.MKTP.CD,Angola,AGO,..,9129594970.15301,135966802586.713,90496420506.5957,52761617225.9253,73690154990.7312,79450688259.3664,70897962732.0277,48501561203.5686,66505129987.7235,104399746853.401,84722957642.3757
GDP (current US$),NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,478692592.592593,900551851.851852,1378829629.62963,1437755555.55556,1489692592.59259,1531151851.85185,1661529629.62963,1725351851.85185,1410796296.2963,1601366666.66667,1867733333.33333,2033085185.18518
GDP (current US$),NY.GDP.MKTP.CD,Argentina,ARG,141352654305.163,284203750000,526319673731.638,594749285413.212,557532320662.955,643628393281.364,524819892360.176,447754683615.225,385740508436.965,487902572164.348,631133384439.944,640591410663.883
GDP (current US$),NY.GDP.MKTP.CD,Armenia,ARM,2256863448.77086,1911563668.85006,11609513246.7958,10553337518.414,10546136235.5219,11527458709.0158,12457940694.7395,13619290539.2116,12641698583.2152,13878908628.9378,19513474648.2429,24212134631.064
GDP (current US$),NY.GDP.MKTP.CD,Aruba,ABW,764804469.273743,1873452513.96648,2790849720.67039,2962907262.56983,2983635195.53073,3092429050.27933,3276184357.5419,3395798882.68156,2558906303.88098,3103184101.51354,3544707788.05664,..
GDP (current US$),NY.GDP.MKTP.CD,Australia,AUS,311420509067.628,416167815092.908,1468597690006.22,1351768945139.11,1207580901578.72,1326882104817,1429733668185.91,1394671325960.57,1330381544909.3,1559033756285.13,1692956646855.7,1723827215334.71
GDP (current US$),NY.GDP.MKTP.CD,Austria,AUT,166463386179.354,197289625479.906,442584815286.034,381971148530.543,395837353031.499,417261151844.977,454991174096.102,444596155845.254,435049316955.737,479295362747.047,470941926750.741,516034144115.95
GDP (current US$),NY.GDP.MKTP.CD,Azerbaijan,AZE,8884848484.84848,5272615722.96892,75239785452.1022,53076235354.746,37866996882.9157,40866627351.9817,47112470051.7701,48174235294.1176,42693000000,54825411764.7059,78807470588.2353,72356176470.5882
GDP (current US$),NY.GDP.MKTP.CD,"Bahamas, The",BHS,3166000000,8076470000,10974100000,11671900000,11745100000,12236700000,12615800000,13016200000,9958200000,11368900000,13136400000,14338500000
GDP (current US$),NY.GDP.MKTP.CD,Bahrain,BHR,4809511004.96032,9062898936.17021,33387712765.9574,31125851063.8298,32250132978.7234,35423643617.0213,37802005319.1489,38653318085.1064,34621807712.766,39288670212.766,44383297872.3404,43205000000
GDP (current US$),NY.GDP.MKTP.CD,Bangladesh,BGD,31598340778.2164,53369787318.6245,172886611131.255,195146607942.291,265224514652.992,293732447017.328,321362751137.574,351231655150.827,373979442653.343,416271647002.435,460131688909.301,437415331040.994
GDP (current US$),NY.GDP.MKTP.CD,Barbados,BRB,2012131457.26644,3059500000,4711838650,4738650450,4848210350,5000457800,5128345200,5367139250,4779756550,4945276000,5840673700,6393564189.61345
GDP (current US$),NY.GDP.MKTP.CD,Belarus,BLR,..,12736780455.1539,78812805039.0743,56454889146.6088,47723545321.259,54725302249.8088,60031173807.7196,64410122847.3508,61371755326.2351,69673747131.87,73775179924.603,71857382745.6066
GDP (current US$),NY.GDP.MKTP.CD,Belgium,BEL,205331747947.851,236792460312.471,535390200131.018,462335574841.484,476062757356.927,502764720556.354,543299066998.902,535865804349.803,526021513474.243,600904461226.347,583613982019.263,632216577075.109
GDP (current US$),NY.GDP.MKTP.CD,Belize,BLZ,545686365.523175,1134756760.62071,2125125606.25723,2194709309.24204,2240593542.9757,2266664817.08822,2292787335.62452,2386792476.10637,2047727810.06777,2424575179.3783,2830507575.6841,3281500000
GDP (current US$),NY.GDP.MKTP.CD,Benin,BEN,1959965330.14765,3519991440.47913,13284527846.9081,11388160996.7738,11821065853.3838,12701655836.9467,14262408089.9261,14390708751.025,15686741883.934,17687623530.3355,17425418044.2906,19673284686.0023
GDP (current US$),NY.GDP.MKTP.CD,Bermuda,BMU,1592400000,3480219000,6413988000,6654541000,6899911000,7142316000,7225977000,7423465000,6887147000,7286607000,7827980000,..
GDP (current US$),NY.GDP.MKTP.CD,Bhutan,BTN,287765007.10715,460733418.399276,2057330872.73151,2154921010.65558,2322730512.46893,2591358115.15844,2583335723.32125,2735683408.57651,2457604042.40959,2768802803.18141,2898227713.22315,..
GDP (current US$),NY.GDP.MKTP.CD,Bolivia,BOL,4867582597.52327,8397855484.76908,32996188017.3661,33000198248.9146,33941126193.9219,37508642170.767,40287647930.5355,40895322850.9407,36629843806.0781,40406111693.1983,44008282879.8842,45849832906.4139
GDP (current US$),NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,7753478260.86957,5567772768.81188,18558733564.4692,16404348871.4437,17116926327.6247,18326373366.1105,20484053868.9246,20482608755.379,20226036564.4129,23672712242.2149,24534663636.1778,27054889362.8852
GDP (current US$),NY.GDP.MKTP.CD,Botswana,BWA,3790636324.44775,5788329609.15755,15470088500.7414,13530748844.505,15082637184.0496,16105155856.7708,17031943186.1353,16725908148.5481,14960291105.9316,18750946600.1423,20321958850.0363,19395765126.3127
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,384959818181.817,655448231983.527,2456043727198.85,1802212206904.68,1795693482652.52,2063514977334.32,1916933898038.36,1873288205186.45,1476107231194.11,1670647399034.67,1951923942083.32,2173665655937.27
GDP (current US$),NY.GDP.MKTP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Brunei Darussalam,BRN,3520487626.98389,6001282104.08228,17097802752.8728,12930291487.9581,11400466356.3898,12128183904.4501,13566937673.7966,13469235364.7032,12005799653.9835,14006496617.4458,16681536466.7183,15128292953.5098
GDP (current US$),NY.GDP.MKTP.CD,Bulgaria,BGR,20632090909.0909,13245990274.4581,57157782909.9307,50811995688.6771,53964253211.84,59309748166.1179,66370132238.3914,68881010245.5498,70368758395.141,84041493015.6618,90346169914.9349,101584384672.786
GDP (current US$),NY.GDP.MKTP.CD,Burkina Faso,BFA,3101300778.56414,2968370087.59759,13943016076.7436,11832159315.6298,12833363045.3367,14106955615.3442,15890066221.2882,16032813501.6639,17725010530.7894,19643166853.6641,18820219331.2261,20324617838.9676
GDP (current US$),NY.GDP.MKTP.CD,Burundi,BDI,1132101252.51817,870486065.883137,2705783329.80483,3104003546.26497,2644487776.50077,2723586962.84034,2667182199.51333,2576518879.82353,2649680261.44299,2775798697.46022,3338722827.65691,2642161668.92754
GDP (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,306890962.649533,539227277.626411,2041930125.42979,1749857620.35329,1849789985.99572,1996741539.95088,2205099506.99994,2252177124.32402,1821565613.68613,2051842609.64558,2303738020.15148,2587252076.3056
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,1402541176.51206,3654031716.39855,16702610842.3529,18049954289.4721,20016747857.6367,22177200588.1826,24571753583.3935,27089390032.798,25872797891.7664,26961061151.7337,29504829319.3169,31772759998.8571
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,12314482627.8454,10566579294.5159,36386544715.2702,32210233021.4049,33814337040.7817,36098547058.7851,39955552189.795,39667757527.6578,40773241177.0505,44993521774.066,43644068310.851,47945510090.0529
